"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-15",,,,,"0.15",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-16",,,,,"0.46",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-17",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-19",,,,,"0.16",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-21",,,,,"0.35",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-22",,,,,"0.05",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-04-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-06-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-06-05",,,,,"0.13",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-06-06",,,,,"0.13",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-06-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-07-03",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-07-29",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-07-30",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-08-01",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-08-02",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-08-03",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-08-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-10",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-18",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-19",,,,,"0.18",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-21",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-22",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-09-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-10-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-01",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-02",,,,,"0.24",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-03",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-05",,,,,"0.02",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-06",,,,,"0.02",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-07",,,,,"0.05",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-08",,,,,"0.63",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-09",,,,,"0.25",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-12",,,,,"0.03",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-11-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-01",,,,,"0.21",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-02",,,,,"0.75",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-04",,,,,"0.61",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-05",,,,,"0.19",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-06",,,,,"0.03",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-09",,,,,"0.10",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-10",,,,,"0.06",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-11",,,,,"0.94",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-12",,,,,"0.25",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-13",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-23",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-27",,,,,"2.15",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-29",,,,,"0.20",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-30",,,,,"0.80",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2022-12-31",,,,,"2.10",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-01",,,,,"2.21",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-02",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-03",,,,,"0.36",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-04",,,,,"0.30",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-05",,,,,"1.18",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-06",,,,,"0.31",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-07",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-08",,,,,"0.41",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-09",,,,,"1.90",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-10",,,,,"0.39",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-11",,,,,"0.65",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-12",,,,,"0.42",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-13",,,,,"0.05",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-14",,,,,"1.15",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-15",,,,,"0.58",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-16",,,,,"1.42",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-17",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-19",,,,,"0.20",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-21",,,,,"0.00","T,,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-01-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-02-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-02-03",,,,,"0.39",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-02-04",,,,,"0.01",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-02-05",,,,,"0.26",",,N",,,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2023-02-06",,,,,"0.12",",,N",,,,,,,,,,,,
